date,sku_id,category,units_sold,units_received,closing_stock,lead_time_days
2026-02-17,SKU-1006,Sugar,654.0,0,4956.0,10
2026-02-18,SKU-1006,Sugar,592.0,6452,10816.0,10
2026-02-19,SKU-1006,Sugar,462.0,0,10354.0,10
2026-02-20,SKU-1006,Sugar,408.0,0,9946.0,10
2026-02-21,SKU-1006,Sugar,359.0,0,9587.0,10
2026-02-22,SKU-1006,Sugar,177.0,0,9410.0,10
2026-02-23,SKU-1006,Sugar,675.0,0,8735.0,10
2026-02-24,SKU-1006,Sugar,741.0,0,7994.0,10
2026-02-25,SKU-1006,Sugar,788.0,0,7206.0,10
2026-02-26,SKU-1006,Sugar,542.0,0,6664.0,10
2026-02-27,SKU-1006,Sugar,327.0,0,6337.0,10
2026-02-28,SKU-1006,Sugar,355.0,0,5982.0,10
2026-03-01,SKU-1006,Sugar,391.0,0,5591.0,10
2026-03-02,SKU-1006,Sugar,416.0,0,5175.0,10
2026-03-03,SKU-1006,Sugar,419.0,0,4756.0,10
2026-03-04,SKU-1006,Sugar,1059.0,0,3697.0,10
2026-03-05,SKU-1006,Sugar,535.0,5651,8813.0,10
2026-03-06,SKU-1006,Sugar,451.0,0,8362.0,10
2026-03-07,SKU-1006,Sugar,428.0,0,7934.0,10
2026-03-08,SKU-1006,Sugar,457.0,0,7477.0,10
2026-03-09,SKU-1006,Sugar,580.0,0,6897.0,10
2026-03-10,SKU-1006,Sugar,461.0,0,6436.0,10
2026-03-11,SKU-1006,Sugar,430.0,0,6006.0,10
2026-03-12,SKU-1006,Sugar,474.0,0,5532.0,10
2026-03-13,SKU-1006,Sugar,492.0,0,5040.0,10
2026-03-14,SKU-1006,Sugar,482.0,0,4558.0,10
2026-03-15,SKU-1006,Sugar,339.0,6514,10733.0,10
2026-03-16,SKU-1006,Sugar,459.0,0,10274.0,10
2026-03-17,SKU-1006,Sugar,442.0,0,9832.0,10
2026-03-18,SKU-1006,Sugar,620.0,0,9212.0,10
2026-03-19,SKU-1006,Sugar,440.0,0,8772.0,10
2026-03-20,SKU-1006,Sugar,558.0,0,8214.0,10
2026-03-21,SKU-1006,Sugar,301.0,0,7913.0,10
2026-03-22,SKU-1006,Sugar,315.0,0,7598.0,10
2026-03-23,SKU-1006,Sugar,507.0,0,7091.0,10
2026-03-24,SKU-1006,Sugar,687.0,0,6404.0,10
2026-03-25,SKU-1006,Sugar,506.0,0,5898.0,10
2026-03-26,SKU-1006,Sugar,591.0,0,5307.0,10
2026-03-27,SKU-1006,Sugar,512.0,0,4795.0,10
2026-03-28,SKU-1006,Sugar,145.0,6617,11267.0,10
2026-03-29,SKU-1006,Sugar,606.0,0,10661.0,10
2026-03-30,SKU-1006,Sugar,399.0,0,10262.0,10
2026-03-31,SKU-1006,Sugar,551.0,0,9711.0,10
2026-04-01,SKU-1006,Sugar,571.0,0,9140.0,10
2026-04-02,SKU-1006,Sugar,529.0,0,8611.0,10
2026-04-03,SKU-1006,Sugar,548.0,0,8063.0,10
2026-04-04,SKU-1006,Sugar,419.0,0,7644.0,10
2026-04-05,SKU-1006,Sugar,363.0,0,7281.0,10
2026-04-06,SKU-1006,Sugar,409.0,0,6872.0,10
2026-04-07,SKU-1006,Sugar,389.0,0,6483.0,10
2026-04-08,SKU-1006,Sugar,783.0,0,5700.0,10
2026-04-09,SKU-1006,Sugar,373.0,0,5327.0,10
2026-04-10,SKU-1006,Sugar,177.0,0,5150.0,10
2026-04-11,SKU-1006,Sugar,381.0,0,4769.0,10
2026-04-12,SKU-1006,Sugar,487.0,0,4282.0,10
2026-04-13,SKU-1006,Sugar,543.0,0,3739.0,10
2026-04-14,SKU-1006,Sugar,518.0,6919,,10
2026-04-15,SKU-1006,Sugar,804.0,0,9336.0,10
2026-04-16,SKU-1006,Sugar,524.0,0,8812.0,10
2026-04-17,SKU-1006,Sugar,326.0,0,8486.0,10
2026-04-18,SKU-1006,Sugar,358.0,0,8128.0,10
2026-04-19,SKU-1006,Sugar,462.0,0,7666.0,10
2026-04-20,SKU-1006,Sugar,551.0,0,7115.0,10
2026-04-21,SKU-1006,Sugar,686.0,0,6429.0,10
2026-04-22,SKU-1006,Sugar,675.0,0,5754.0,10
2026-04-23,SKU-1006,Sugar,716.0,0,5038.0,10
2026-04-24,SKU-1006,Sugar,360.0,6735,11413.0,10
2026-04-25,SKU-1006,Sugar,371.0,0,11042.0,10
2026-04-26,SKU-1006,Sugar,466.0,0,10576.0,10
2026-04-27,SKU-1006,Sugar,471.0,0,10105.0,10
2026-04-28,SKU-1006,Sugar,606.0,0,9499.0,10
2026-04-29,SKU-1006,Sugar,485.0,0,9014.0,10
2026-04-30,SKU-1006,Sugar,411.0,0,8603.0,10
2026-05-01,SKU-1006,Sugar,,0,8127.0,10
2026-05-02,SKU-1006,Sugar,431.0,0,7696.0,10
2026-05-03,SKU-1006,Sugar,408.0,0,7288.0,10
2026-05-04,SKU-1006,Sugar,287.0,0,7001.0,10
2026-05-05,SKU-1006,Sugar,597.0,0,6404.0,10
2026-05-06,SKU-1006,Sugar,610.0,0,5794.0,10
2026-05-07,SKU-1006,Sugar,598.0,0,5196.0,10
2026-05-08,SKU-1006,Sugar,491.0,0,4705.0,10
2026-05-09,SKU-1006,Sugar,453.0,4969,9221.0,10
2026-05-10,SKU-1006,Sugar,498.0,0,8723.0,10
2026-05-11,SKU-1006,SUGAR,449.0,0,8274.0,10
2026-05-12,SKU-1006,Sugar,670.0,0,7604.0,10
2026-05-13,SKU-1006,Sugar,585.0,0,7019.0,10
2026-05-14,SKU-1006,Sugar,706.0,0,6313.0,10
2026-05-15,SKU-1006,Sugar,390.0,0,5923.0,10
2026-05-16,SKU-1006,Sugar,413.0,0,5510.0,10
2026-05-17,SKU-1006,Sugar,436.0,0,5074.0,10
2026-05-18,SKU-1006,Sugar,539.0,0,4535.0,10
2026-05-19,SKU-1006,Sugar,407.0,6716,10844.0,10
2026-05-20,SKU-1006,Sugar,663.0,0,10181.0,10
2026-05-21,SKU-1006,Sugar,526.0,0,9655.0,10
2026-05-22,SKU-1006,Sugar,418.0,0,9237.0,10
2026-05-23,SKU-1006,Sugar,184.0,0,9053.0,10
2026-05-24,SKU-1006,Sugar,482.0,0,8571.0,10
2026-05-25,SKU-1006,Sugar,502.0,0,,10
2026-05-26,SKU-1006,Sugar,496.0,0,7573.0,10
2026-05-27,SKU-1006,Sugar,632.0,0,6941.0,10
2026-05-28,SKU-1006,Sugar,474.0,0,6467.0,10
2026-05-29,SKU-1006,Sugar,448.0,0,6019.0,10
2026-05-30,SKU-1006,Sugar,513.0,0,5506.0,10
2026-05-31,SKU-1006,Sugar,389.0,0,5117.0,10
2026-06-01,SKU-1006,Sugar,256.0,0,4861.0,10
2026-06-02,SKU-1006,Sugar,479.0,0,4382.0,10
2026-06-03,SKU-1006,Sugar,633.0,6079,9828.0,10
2026-06-04,SKU-1006,Sugar,398.0,0,9430.0,10
2026-06-05,SKU-1006,Sugar,313.0,0,9117.0,10
2026-06-06,SKU-1006,Sugar,381.0,0,8736.0,10
2026-06-07,SKU-1006,Sugar,371.0,0,8365.0,10
2026-06-08,SKU-1006,Sugar,254.0,0,8111.0,10
2026-06-09,SKU-1006,Sugar,559.0,0,7552.0,10
2026-06-10,SKU-1006,Sugar,610.0,0,6942.0,10
2026-06-11,SKU-1006,Sugar,522.0,0,6420.0,10
2026-06-12,SKU-1006,Sugar,679.0,0,5741.0,10
2026-06-13,SKU-1006,Sugar,487.0,0,5254.0,10
2026-06-14,SKU-1006,Sugar,323.0,6184,11115.0,10
2026-06-15,SKU-1006,Sugar,408.0,0,10707.0,10
2026-06-16,SKU-1006,Sugar,655.0,0,10052.0,10
2026-06-17,SKU-1006,Sugar,541.0,0,9511.0,10
2026-06-18,SKU-1006,Sugar,416.0,0,9095.0,10
2026-06-19,SKU-1006,Sugar,350.0,0,8745.0,10
2026-06-20,SKU-1006,Sugar,322.0,0,8423.0,10
2026-06-21,SKU-1006,Sugar,432.0,0,,10
2026-06-22,SKU-1006,Sugar,407.0,0,7584.0,10
2026-06-23,SKU-1006,Sugar,565.0,0,7019.0,10
2026-06-24,SKU-1006,Sugar,749.0,0,6270.0,10
2026-06-25,SKU-1006,Sugar,530.0,0,5740.0,10
2026-06-26,SKU-1006,Sugar,,0,5354.0,10
2026-06-27,SKU-1006,Sugar,322.0,6512,11544.0,10
2026-06-28,SKU-1006,Sugar,367.0,0,11177.0,10
2026-06-29,SKU-1006,Sugar,398.0,0,10779.0,10
2026-01-01,SKU-1007,Sugar,614.0,0,1748.0,14
2026-01-02,SKU-1007,Sugar,563.0,0,1185.0,14
2026-01-03,SKU-1007,Sugar,385.0,0,800.0,14
2026-01-04,SKU-1007,Sugar,655.0,0,145.0,14
2026-01-05,SKU-1007,Sugar,560.0,0,0.0,14
2026-01-06,SKU-1007,Sugar,597.0,0,0.0,14
2026-01-07,SKU-1007,Sugar,680.0,8270,7590.0,14
2026-01-08,SKU-1007,Sugar,558.0,0,7032.0,14
2026-01-09,SKU-1007,Sugar,528.0,0,6504.0,14
2026-01-10,SKU-1007,Sugar,432.0,0,6072.0,14
2026-01-11,SKU-1007,Sugar,422.0,0,5650.0,14
2026-01-12,SKU-1007,Sugar,339.0,0,5311.0,14
2026-01-13,SKU-1007,Sugar,547.0,0,4764.0,14
2026-01-14,SKU-1007,Sugar,458.0,0,4306.0,14
2026-01-15,SKU-1007,Sugar,533.0,0,3773.0,14
2026-01-16,SKU-1007,Sugar,315.0,0,3458.0,14
2026-01-17,SKU-1007,Sugar,436.0,8330,11352.0,14
2026-01-18,SKU-1007,Sugar,344.0,0,11008.0,14
2026-01-19,SKU-1007,Sugar,520.0,0,10488.0,14
2026-01-20,SKU-1007,Sugar,600.0,0,9888.0,14
2026-01-21,SKU-1007,Sugar,854.0,0,9034.0,14
2026-01-22,SKU-1007,Sugar,515.0,0,8519.0,14
2026-01-23,SKU-1007,Sugar,493.0,0,8026.0,14
2026-01-24,SKU-1007,Sugar,391.0,0,7635.0,14
2026-01-25,SKU-1007,Sugar,534.0,0,7101.0,14
2026-01-26,SKU-1007,Sugar,523.0,0,6578.0,14
2026-01-27,SKU-1007,Sugar,324.0,0,6254.0,14
2026-01-28,SKU-1007,Sugar,463.0,0,5791.0,14
2026-01-29,SKU-1007,Sugar,556.0,9357,14592.0,14
2026-01-30,SKU-1007,Sugar,579.0,0,14013.0,14
2026-01-31,SKU-1007,Sugar,403.0,0,13610.0,14
2026-02-01,SKU-1007,Sugar,372.0,0,13238.0,14
2026-02-02,SKU-1007,Sugar,360.0,0,12878.0,14
2026-02-03,SKU-1007,Sugar,,0,12278.0,14
2026-02-04,SKU-1007,Sugar,440.0,0,11838.0,14
2026-02-05,SKU-1007,Sugar,476.0,0,11362.0,14
2026-02-06,SKU-1007,Sugar,668.0,0,10694.0,14
2026-02-07,SKU-1007,Sugar,477.0,0,10217.0,14
2026-02-08,SKU-1007,Sugar,,0,9917.0,14
2026-02-09,SKU-1007,Sugar,355.0,0,9562.0,14
2026-02-10,SKU-1007,Sugar,522.0,0,9040.0,14
2026-02-11,SKU-1007,Sugar,619.0,0,8421.0,14
2026-02-12,SKU-1007,Sugar,505.0,0,7916.0,14
2026-02-13,SKU-1007,Sugar,518.0,0,7398.0,14
2026-02-14,SKU-1007,Sugar,275.0,0,7123.0,14
2026-02-15,SKU-1007,Sugar,520.0,0,6603.0,14
2026-02-16,SKU-1007,Sugar,614.0,0,5989.0,14
2026-02-17,SKU-1007,Sugar,399.0,7297,12887.0,14
2026-02-18,SKU-1007,Sugar,551.0,0,12336.0,14
2026-02-19,SKU-1007,Sugar,303.0,0,12033.0,14
2026-02-20,SKU-1007,Sugar,362.0,0,11671.0,14
2026-02-21,SKU-1007,Sugar,508.0,0,11163.0,14
2026-02-22,SKU-1007,Sugar,544.0,0,10619.0,14
2026-02-23,SKU-1007,Sugar,485.0,0,10134.0,14
2026-02-24,SKU-1007,Sugar,635.0,0,9499.0,14
2026-02-25,SKU-1007,Sugar,647.0,0,8852.0,14
2026-02-26,SKU-1007,Sugar,408.0,0,8444.0,14
2026-02-27,SKU-1007,Sugar,500.0,0,7944.0,14
2026-02-28,SKU-1007,Sugar,270.0,0,7674.0,14
2026-03-01,SKU-1007,Sugar,362.0,0,7312.0,14
2026-03-02,SKU-1007,Sugar,414.0,0,6898.0,14
2026-03-03,SKU-1007,Sugar,666.0,0,6232.0,14
2026-03-04,SKU-1007,Sugar,501.0,0,5731.0,14
2026-03-05,SKU-1007,Sugar,587.0,0,5144.0,14
2026-03-06,SKU-1007,Sugar,455.0,0,4689.0,14
2026-03-07,SKU-1007,Sugar,365.0,8377,12701.0,14
2026-03-08,SKU-1007,Sugar,556.0,0,12145.0,14
2026-03-09,SKU-1007,Sugar,455.0,0,11690.0,14
2026-03-10,SKU-1007,Sugar,595.0,0,11095.0,14
2026-03-11,SKU-1007,Sugar,466.0,0,10629.0,14
2026-03-12,SKU-1007,Sugar,340.0,0,10289.0,14
2026-03-13,SKU-1007,Sugar,263.0,0,10026.0,14
2026-03-14,SKU-1007,Sugar,371.0,0,9655.0,14
2026-03-15,SKU-1007,Sugar,395.0,0,9260.0,14
2026-03-16,SKU-1007,Sugar,337.0,0,8923.0,14
2026-03-17,SKU-1007,Sugar,659.0,0,8264.0,14
2026-03-18,SKU-1007,Sugar,604.0,0,7660.0,14
2026-03-19,SKU-1007,Sugar,782.0,0,6878.0,14
2026-03-20,SKU-1007,Sugar,352.0,0,6526.0,14
2026-03-21,SKU-1007,Sugar,349.0,0,6177.0,14
2026-03-22,SKU-1007,Sugar,306.0,0,5871.0,14
2026-03-23,SKU-1007,Sugar,481.0,9380,14770.0,14
2026-03-24,SKU-1007,Sugar,537.0,0,14233.0,14
2026-03-25,SKU-1007,Sugar,180.0,0,14053.0,14
2026-03-26,SKU-1007,Sugar,446.0,0,13607.0,14
2026-03-27,SKU-1007,Sugar,525.0,0,13082.0,14
2026-03-28,SKU-1007,Sugar,285.0,0,12797.0,14
2026-03-29,SKU-1007,Sugar,430.0,0,12367.0,14
2026-03-30,SKU-1007,Sugar,666.0,0,11701.0,14
2026-03-31,SKU-1007,Sugar,478.0,0,11223.0,14
2026-04-01,SKU-1007,Sugar,382.0,0,10841.0,14
2026-04-02,SKU-1007,Sugar,431.0,0,10410.0,14
2026-04-03,SKU-1007,Sugar,400.0,0,10010.0,14
2026-04-04,SKU-1007,Sugar,263.0,0,9747.0,14
2026-04-05,SKU-1007,Sugar,679.0,0,9068.0,14
2026-04-06,SKU-1007,Sugar,558.0,0,8510.0,14
2026-04-07,SKU-1007,Sugar,692.0,0,7818.0,14
2026-04-08,SKU-1007,Sugar,381.0,0,7437.0,14
2026-04-09,SKU-1007,Sugar,420.0,0,7017.0,14
2026-04-10,SKU-1007,Sugar,164.0,0,6853.0,14
2026-04-11,SKU-1007,Sugar,449.0,0,6404.0,14
2026-04-12,SKU-1007,Sugar,301.0,0,6103.0,14
2026-04-13,SKU-1007,Sugar,373.0,0,5730.0,14
2026-04-14,SKU-1007,Sugar,328.0,7973,13375.0,14
2026-04-15,SKU-1007,Sugar,356.0,0,13019.0,14
2026-04-16,SKU-1007,Sugar,429.0,0,12590.0,14
2026-04-17,SKU-1007,Sugar,622.0,0,11968.0,14
2026-04-18,SKU-1007,Sugar,448.0,0,11520.0,14
2026-04-19,SKU-1007,Sugar,339.0,0,11181.0,14
2026-04-20,SKU-1007,Sugar,358.0,0,10823.0,14
2026-04-21,SKU-1007,Sugar,417.0,0,10406.0,14
2026-04-22,SKU-1007,Sugar,551.0,0,9855.0,14
2026-04-23,SKU-1007,Sugar,547.0,0,9308.0,14
2026-04-24,SKU-1007,Sugar,279.0,0,9029.0,14
2026-04-25,SKU-1007,Sugar,539.0,0,8490.0,14
2026-04-26,SKU-1007,Sugar,413.0,0,8077.0,14
2026-04-27,SKU-1007,Sugar,509.0,0,7568.0,14
2026-04-28,SKU-1007,Sugar,268.0,0,7300.0,14
2026-04-29,SKU-1007,Sugar,689.0,0,6611.0,14
2026-04-30,SKU-1007,Sugar,463.0,0,6148.0,14
2026-05-01,SKU-1007,Sugar,485.0,0,5663.0,14
2026-05-02,SKU-1007,Sugar,428.0,0,5235.0,14
2026-05-03,SKU-1007,Sugar,413.0,0,4822.0,14
2026-05-04,SKU-1007,Sugar,204.0,0,4618.0,14
2026-05-05,SKU-1007,Sugar,1213.0,8352,11757.0,14
2026-05-06,SKU-1007,Sugar,461.0,0,11296.0,14
2026-05-07,SKU-1007,Sugar,497.0,0,10799.0,14
2026-05-08,SKU-1007,Sugar,597.0,0,10202.0,14
2026-05-09,SKU-1007,Sugar,451.0,0,9751.0,14
2026-05-10,SKU-1007,Sugar,393.0,0,9358.0,14
2026-05-11,SKU-1007,Sugar,570.0,0,8788.0,14
2026-05-12,SKU-1007,Sugar,706.0,0,8082.0,14
2026-05-13,SKU-1007,Sugar,514.0,0,7568.0,14
2026-05-14,SKU-1007,Sugar,484.0,0,7084.0,14
2026-05-15,SKU-1007,Sugar,430.0,0,6654.0,14
2026-05-16,SKU-1007,Sugar,339.0,0,6315.0,14
2026-05-17,SKU-1007,Sugar,463.0,0,5852.0,14
2026-05-18,SKU-1007,Sugar,607.0,0,5245.0,14
2026-05-19,SKU-1007,Sugar,688.0,0,4557.0,14
2026-05-20,SKU-1007,Sugar,479.0,0,4078.0,14
2026-05-21,SKU-1007,Sugar,545.0,0,3533.0,14
2026-05-22,SKU-1007,Sugar,587.0,0,2946.0,14
2026-05-23,SKU-1007,Sugar,324.0,9826,12448.0,14
2026-05-24,SKU-1007,Sugar,461.0,0,11987.0,14
2026-05-25,SKU-1007,Sugar,397.0,0,11590.0,14
2026-05-26,SKU-1007,Sugar,460.0,0,11130.0,14
2026-05-27,SKU-1007,Sugar,1284.0,0,9846.0,14
2026-05-28,SKU-1007,Sugar,506.0,0,9340.0,14
2026-05-29,SKU-1007,Sugar,436.0,0,8904.0,14
2026-05-30,SKU-1007,Sugar,213.0,0,8691.0,14
2026-05-31,SKU-1007,Sugar,329.0,0,8362.0,14
2026-06-01,SKU-1007,Sugar,519.0,0,7843.0,14
2026-06-02,SKU-1007,Sugar,592.0,0,7251.0,14
2026-06-03,SKU-1007,Sugar,641.0,0,6610.0,14
2026-06-04,SKU-1007,Sugar,357.0,0,6253.0,14
2026-06-05,SKU-1007,Sugar,562.0,0,5691.0,14
2026-06-06,SKU-1007,SUGAR,408.0,0,5283.0,14
2026-06-07,SKU-1007,Sugar,315.0,0,4968.0,14
2026-06-08,SKU-1007,Sugar,410.0,7180,11738.0,14
2026-06-09,SKU-1007,Sugar,451.0,0,11287.0,14
2026-06-10,SKU-1007,Sugar,1147.0,0,10140.0,14
2026-06-11,SKU-1007,Sugar,484.0,0,9656.0,14
2026-06-12,SKU-1007,Sugar,238.0,0,9418.0,14
2026-06-13,SKU-1007,Sugar,434.0,0,8984.0,14
2026-06-14,SKU-1007,Sugar,396.0,0,8588.0,14
2026-06-15,SKU-1007,Sugar,417.0,0,8171.0,14
2026-06-16,SKU-1007,Sugar,451.0,0,7720.0,14
2026-06-17,SKU-1007,Sugar,631.0,0,7089.0,14
2026-06-18,SKU-1007,Sugar,462.0,0,6627.0,14
2026-06-19,SKU-1007,Sugar,346.0,0,6281.0,14
2026-06-20,SKU-1007,Sugar,302.0,0,5979.0,14
2026-06-21,SKU-1007,Sugar,950.0,0,5029.0,14
2026-06-22,SKU-1007,Sugar,418.0,0,4611.0,14
2026-06-23,SKU-1007,Sugar,589.0,0,4022.0,14
2026-06-24,SKU-1007,Sugar,1110.0,8984,11896.0,14
2026-06-25,SKU-1007,Sugar,426.0,0,11470.0,14
2026-06-26,SKU-1007,Sugar,358.0,0,11112.0,14
2026-06-27,SKU-1007,Sugar,339.0,0,10773.0,14
2026-06-28,SKU-1007,Sugar,489.0,0,10284.0,14
2026-06-29,SKU-1007,Sugar,671.0,0,9613.0,14
2026-01-01,SKU-1008,Sugar,77.0,0,291.0,5
2026-01-02,SKU-1008,Sugar,80.0,0,211.0,5
2026-01-03,SKU-1008,Sugar,71.0,0,140.0,5
2026-01-04,SKU-1008,Sugar,53.0,0,87.0,5
2026-01-05,SKU-1008,Sugar,92.0,0,0.0,5
2026-01-06,SKU-1008,Sugar,102.0,0,0.0,5
2026-01-07,SKU-1008,Sugar,84.0,0,0.0,5
2026-01-08,SKU-1008,Sugar,88.0,565,477.0,5
2026-01-09,SKU-1008,Sugar,72.0,0,,5
2026-01-10,SKU-1008,Sugar,80.0,0,325.0,5
2026-01-11,SKU-1008,Sugar,80.0,0,245.0,5
2026-01-12,SKU-1008,Sugar,72.0,474,647.0,5
2026-01-13,SKU-1008,Sugar,85.0,0,562.0,5
2026-01-14,SKU-1008,Sugar,83.0,0,479.0,5
2026-01-15,SKU-1008,Sugar,78.0,0,401.0,5
2026-01-16,SKU-1008,Sugar,84.0,0,317.0,5
2026-01-17,SKU-1008,Sugar,62.0,0,255.0,5
2026-01-18,SKU-1008,Sugar,63.0,0,192.0,5
2026-01-19,SKU-1008,Sugar,91.0,0,101.0,5
2026-01-20,SKU-1008,Sugar,109.0,0,0.0,5
2026-01-21,SKU-1008,Sugar,92.0,0,0.0,5
2026-01-22,SKU-1008,Sugar,82.0,0,0.0,5
2026-01-23,SKU-1008,Sugar,82.0,624,542.0,5
2026-01-24,SKU-1008,Sugar,82.0,0,460.0,5
2026-01-25,SKU-1008,Sugar,95.0,486,,5
2026-01-26,SKU-1008,Sugar,68.0,0,783.0,5
2026-01-27,SKU-1008,Sugar,93.0,0,690.0,5
2026-01-28,SKU-1008,Sugar,86.0,0,604.0,5
2026-01-29,SKU-1008,Sugar,92.0,0,512.0,5
2026-01-30,SKU-1008,Sugar,72.0,0,440.0,5
2026-01-31,SKU-1008,Sugar,70.0,611,981.0,5
2026-02-01,SKU-1008,Sugar,83.0,0,898.0,5
2026-02-02,SKU-1008,Sugar,55.0,0,843.0,5
2026-02-03,SKU-1008,Sugar,79.0,0,764.0,5
2026-02-04,SKU-1008,Sugar,85.0,0,679.0,5
2026-02-05,SKU-1008,Sugar,81.0,0,598.0,5
2026-02-06,SKU-1008,Sugar,98.0,0,500.0,5
2026-02-07,SKU-1008,Sugar,78.0,0,422.0,5
2026-02-08,SKU-1008,Sugar,93.0,494,823.0,5
2026-02-09,SKU-1008,Sugar,112.0,0,711.0,5
2026-02-10,SKU-1008,Sugar,106.0,0,605.0,5
2026-02-11,SKU-1008,Sugar,101.0,0,504.0,5
2026-02-12,SKU-1008,Sugar,94.0,0,410.0,5
2026-02-13,SKU-1008,Sugar,98.0,576,888.0,5
2026-02-14,SKU-1008,Sugar,68.0,0,820.0,5
2026-02-15,SKU-1008,Sugar,87.0,0,733.0,5
2026-02-16,SKU-1008,Sugar,66.0,0,667.0,5
2026-02-17,SKU-1008,Sugar,97.0,0,570.0,5
2026-02-18,SKU-1008,Sugar,101.0,0,469.0,5
2026-02-19,SKU-1008,Sugar,80.0,0,389.0,5
2026-02-20,SKU-1008,Sugar,72.0,0,317.0,5
2026-02-21,SKU-1008,Sugar,69.0,0,248.0,5
2026-02-22,SKU-1008,Sugar,63.0,0,185.0,5
2026-02-23,SKU-1008,Sugar,64.0,557,678.0,5
2026-02-24,SKU-1008,Sugar,91.0,0,587.0,5
2026-02-25,SKU-1008,Sugar,102.0,0,485.0,5
2026-02-26,SKU-1008,Sugar,80.0,0,405.0,5
2026-02-27,SKU-1008,Sugar,76.0,447,776.0,5
2026-02-28,SKU-1008,Sugar,60.0,0,716.0,5
2026-03-01,SKU-1008,Sugar,84.0,0,632.0,5
2026-03-02,SKU-1008,Sugar,105.0,0,527.0,5
2026-03-03,SKU-1008,Sugar,71.0,0,456.0,5
2026-03-04,SKU-1008,Sugar,111.0,0,345.0,5
2026-03-05,SKU-1008,Sugar,87.0,0,258.0,5
2026-03-06,SKU-1008,Sugar,65.0,0,193.0,5
2026-03-07,SKU-1008,Sugar,,0,107.0,5
2026-03-08,SKU-1008,Sugar,53.0,0,54.0,5
2026-03-09,SKU-1008,SUGAR,55.0,0,0.0,5
2026-03-10,SKU-1008,Sugar,78.0,0,0.0,5
2026-03-11,SKU-1008,Sugar,109.0,571,462.0,5
2026-03-12,SKU-1008,Sugar,88.0,0,374.0,5
2026-03-13,SKU-1008,Sugar,76.0,0,298.0,5
2026-03-14,SKU-1008,Sugar,151.0,0,147.0,5
2026-03-15,SKU-1008,Sugar,80.0,559,626.0,5
2026-03-16,SKU-1008,Sugar,107.0,0,519.0,5
2026-03-17,SKU-1008,Sugar,93.0,0,426.0,5
2026-03-18,SKU-1008,Sugar,85.0,0,341.0,5
2026-03-19,SKU-1008,Sugar,84.0,0,257.0,5
2026-03-20,SKU-1008,Sugar,64.0,0,193.0,5
2026-03-21,SKU-1008,Sugar,100.0,445,538.0,5
2026-03-22,SKU-1008,Sugar,87.0,0,,5
2026-03-23,SKU-1008,Sugar,87.0,0,364.0,5
2026-03-24,SKU-1008,Sugar,85.0,0,279.0,5
2026-03-25,SKU-1008,Sugar,76.0,0,203.0,5
2026-03-26,SKU-1008,Sugar,85.0,0,118.0,5
2026-03-27,SKU-1008,Sugar,99.0,0,19.0,5
2026-03-28,SKU-1008,Sugar,61.0,0,0.0,5
2026-03-29,SKU-1008,Sugar,74.0,0,0.0,5
2026-03-30,SKU-1008,Sugar,86.0,0,,5
2026-03-31,SKU-1008,Sugar,59.0,0,0.0,5
2026-04-01,SKU-1008,Sugar,96.0,508,412.0,5
2026-04-02,SKU-1008,Sugar,85.0,0,327.0,5
2026-04-03,SKU-1008,Sugar,91.0,551,787.0,5
2026-04-04,SKU-1008,Sugar,68.0,0,719.0,5
2026-04-05,SKU-1008,Sugar,86.0,0,633.0,5
2026-04-06,SKU-1008,Sugar,79.0,0,554.0,5
2026-04-07,SKU-1008,Sugar,69.0,0,485.0,5
2026-04-08,SKU-1008,Sugar,117.0,0,368.0,5
2026-04-09,SKU-1008,Sugar,118.0,517,767.0,5
2026-04-10,SKU-1008,Sugar,75.0,0,692.0,5
2026-04-11,SKU-1008,Sugar,81.0,0,611.0,5
2026-04-12,SKU-1008,Sugar,76.0,0,535.0,5
2026-04-13,SKU-1008,Sugar,73.0,0,462.0,5
2026-04-14,SKU-1008,Sugar,89.0,505,878.0,5
2026-04-15,SKU-1008,Sugar,99.0,0,779.0,5
2026-04-16,SKU-1008,Sugar,,0,683.0,5
2026-04-17,SKU-1008,Sugar,63.0,0,620.0,5
2026-04-18,SKU-1008,Sugar,89.0,0,531.0,5
2026-04-19,SKU-1008,Sugar,60.0,0,471.0,5
2026-04-20,SKU-1008,Sugar,97.0,0,374.0,5
2026-04-21,SKU-1008,Sugar,74.0,0,300.0,5
2026-04-22,SKU-1008,Sugar,82.0,479,697.0,5
2026-04-23,SKU-1008,Sugar,159.0,0,538.0,5
2026-04-24,SKU-1008,Sugar,74.0,0,464.0,5
2026-04-25,SKU-1008,Sugar,72.0,0,392.0,5
2026-04-26,SKU-1008,Sugar,82.0,0,310.0,5
2026-04-27,SKU-1008,Sugar,105.0,0,205.0,5
2026-04-28,SKU-1008,Sugar,83.0,0,122.0,5
2026-04-29,SKU-1008,Sugar,104.0,0,18.0,5
2026-04-30,SKU-1008,Sugar,99.0,451,370.0,5
2026-05-01,SKU-1008,Sugar,116.0,0,254.0,5
2026-05-02,SKU-1008,Sugar,92.0,539,701.0,5
2026-05-03,SKU-1008,Sugar,29.0,0,672.0,5
2026-05-04,SKU-1008,Sugar,94.0,0,578.0,5
2026-05-05,SKU-1008,Sugar,97.0,0,481.0,5
2026-05-06,SKU-1008,Sugar,87.0,0,394.0,5
2026-05-07,SKU-1008,Sugar,73.0,622,943.0,5
2026-05-08,SKU-1008,Sugar,88.0,0,855.0,5
