timestamp,machine_id,line,temperature_c,vibration_mm_s,run_hours_since_maintenance,failure_event
2026-03-22 20:00:00,MCH-203,Line B,60.72,0.892,1941,0
2026-03-22 21:00:00,MCH-203,Line B,56.58,0.905,1942,0
2026-03-22 22:00:00,MCH-203,Line B,57.89,0.848,1943,0
2026-03-22 23:00:00,MCH-203,Line B,59.52,0.929,1944,0
2026-03-23 00:00:00,MCH-203,Line B,55.74,0.904,1945,0
2026-03-23 01:00:00,MCH-203,Line B,60.16,,1946,0
2026-03-23 02:00:00,MCH-203,Line B,57.37,0.925,1947,0
2026-03-23 03:00:00,MCH-203,Line B,56.34,0.889,1948,0
2026-03-23 04:00:00,MCH-203,Line B,57.05,0.952,1949,0
2026-03-23 05:00:00,MCH-203,Line B,56.01,0.836,1950,0
2026-03-23 06:00:00,MCH-203,Line B,58.82,0.858,1951,0
2026-03-23 07:00:00,MCH-203,Line B,56.84,0.967,1952,0
2026-03-23 08:00:00,MCH-203,Line B,56.95,0.932,1953,0
2026-03-23 09:00:00,MCH-203,Line B,55.76,0.951,1954,0
2026-03-23 10:00:00,MCH-203,Line B,57.17,0.891,1955,0
2026-03-23 11:00:00,MCH-203,Line B,57.37,0.868,1956,0
2026-03-23 12:00:00,MCH-203,Line B,57.62,0.916,1957,0
2026-03-23 13:00:00,MCH-203,Line B,57.39,0.938,1958,0
2026-03-23 14:00:00,MCH-203,Line B,59.64,0.873,1959,0
2026-03-23 15:00:00,MCH-203,Line B,56.4,0.786,1960,0
2026-03-23 16:00:00,MCH-203,Line B,57.54,0.921,1961,0
2026-03-23 17:00:00,MCH-203,Line B,56.96,0.825,1962,0
2026-03-23 18:00:00,MCH-203,Line B,57.18,0.911,1963,0
2026-03-23 19:00:00,MCH-203,Line B,58.62,0.887,1964,0
2026-03-23 20:00:00,MCH-203,Line B,57.36,0.851,1965,0
2026-03-23 21:00:00,MCH-203,Line B,58.14,0.951,1966,0
2026-03-23 22:00:00,MCH-203,Line B,55.08,0.811,1967,0
2026-03-23 23:00:00,MCH-203,Line B,56.47,0.814,1968,0
2026-03-24 00:00:00,MCH-203,Line B,60.51,0.795,1969,0
2026-03-24 01:00:00,MCH-203,Line B,56.1,0.932,1970,0
2026-03-24 02:00:00,MCH-203,Line B,56.3,0.896,1971,0
2026-03-24 03:00:00,MCH-203,Line B,58.09,0.938,1972,0
2026-03-24 04:00:00,MCH-203,Line B,55.99,0.895,1973,0
2026-03-24 05:00:00,MCH-203,Line B,57.21,0.86,1974,0
2026-03-24 06:00:00,MCH-203,Line B,57.35,1.024,1975,0
2026-03-24 07:00:00,MCH-203,Line B,56.69,0.839,1976,0
2026-03-24 08:00:00,MCH-203,Line B,,0.834,1977,0
2026-03-24 09:00:00,MCH-203,Line B,56.04,0.812,1978,0
2026-03-24 10:00:00,MCH-203,Line B,58.26,0.877,1979,0
2026-03-24 11:00:00,MCH-203,Line B,57.64,0.932,1980,0
2026-03-24 12:00:00,MCH-203,Line B,57.44,0.963,1981,0
2026-03-24 13:00:00,MCH-203,Line B,59.19,1.036,1982,0
2026-03-24 14:00:00,MCH-203,Line B,58.49,0.864,1983,0
2026-03-24 15:00:00,MCH-203,Line B,56.53,0.874,1984,0
2026-03-24 16:00:00,MCH-203,Line B,57.84,0.87,1985,0
2026-03-24 17:00:00,MCH-203,Line B,,0.902,1986,0
2026-03-24 18:00:00,MCH-203,Line B,56.58,0.921,1987,0
2026-03-24 19:00:00,MCH-203,Line B,54.56,0.885,1988,0
2026-03-24 20:00:00,MCH-203,Line B,58.69,0.962,1989,0
2026-03-24 21:00:00,MCH-203,Line B,57.29,1.044,1990,0
2026-03-24 22:00:00,MCH-203,Line B,56.44,0.963,1991,0
2026-03-24 23:00:00,MCH-203,Line B,57.94,0.857,1992,0
2026-03-25 00:00:00,MCH-203,Line B,56.81,0.821,1993,0
2026-03-25 01:00:00,MCH-203,Line B,57.68,0.855,1994,0
2026-03-25 02:00:00,MCH-203,Line B,57.77,0.871,1995,0
2026-03-25 03:00:00,MCH-203,Line B,56.16,0.788,1996,0
2026-03-25 04:00:00,MCH-203,Line B,57.4,0.817,1997,0
2026-03-25 05:00:00,MCH-203,Line B,57.69,0.842,1998,0
2026-03-25 06:00:00,MCH-203,Line B,56.72,0.905,1999,0
2026-03-25 07:00:00,MCH-203,Line B,56.48,0.919,2000,0
2026-03-25 08:00:00,MCH-203,Line B,59.55,0.889,2001,0
2026-03-25 09:00:00,MCH-203,Line B,58.51,0.769,2002,0
2026-03-25 10:00:00,MCH-203,Line B,57.51,0.927,2003,0
2026-03-25 11:00:00,MCH-203,Line B,57.11,0.888,2004,0
2026-03-25 12:00:00,MCH-203,Line B,59.26,0.941,2005,0
2026-03-25 13:00:00,MCH-203,Line B,58.43,,2006,0
2026-03-25 14:00:00,MCH-203,Line B,57.65,0.923,2007,0
2026-03-25 15:00:00,MCH-203,Line B,59.85,0.938,2008,0
2026-03-25 16:00:00,MCH-203,Line B,55.87,0.911,2009,0
2026-03-25 17:00:00,MCH-203,Line B,58.68,0.921,2010,0
2026-03-25 18:00:00,MCH-203,Line B,58.47,0.867,2011,0
2026-03-25 19:00:00,MCH-203,Line B,58.92,0.902,2012,0
2026-03-25 20:00:00,MCH-203,Line B,59.01,0.913,2013,0
2026-03-25 21:00:00,MCH-203,Line B,61.81,0.891,2014,0
2026-03-25 22:00:00,MCH-203,Line B,56.97,0.924,2015,0
2026-03-25 23:00:00,MCH-203,Line B,58.19,0.892,2016,0
2026-03-26 00:00:00,MCH-203,Line B,59.2,0.866,2017,0
2026-03-26 01:00:00,MCH-203,Line B,56.49,0.952,2018,0
2026-03-26 02:00:00,MCH-203,Line B,57.99,0.852,2019,0
2026-03-26 03:00:00,MCH-203,Line B,56.46,0.877,2020,0
2026-03-26 04:00:00,MCH-203,Line B,57.55,0.94,2021,0
2026-03-26 05:00:00,MCH-203,Line B,58.82,0.875,2022,0
2026-03-26 06:00:00,MCH-203,Line B,57.81,0.892,2023,0
2026-03-26 07:00:00,MCH-203,Line B,56.32,0.972,2024,0
2026-03-26 08:00:00,MCH-203,Line B,61.12,0.921,2025,0
2026-03-26 09:00:00,MCH-203,Line B,57.13,0.863,2026,0
2026-03-26 10:00:00,MCH-203,Line B,57.64,1.02,2027,0
2026-03-26 11:00:00,MCH-203,Line B,58.05,0.91,2028,0
2026-03-26 12:00:00,MCH-203,Line B,59.0,0.903,2029,0
2026-03-26 13:00:00,MCH-203,Line B,55.54,1.006,2030,0
2026-03-26 14:00:00,MCH-203,Line B,60.11,0.918,2031,0
2026-03-26 15:00:00,MCH-203,Line B,57.07,0.967,2032,0
2026-03-26 16:00:00,MCH-203,Line B,58.17,0.905,2033,0
2026-03-26 17:00:00,MCH-203,Line B,,0.853,2034,0
2026-03-26 18:00:00,MCH-203,Line B,57.35,0.81,2035,0
2026-03-26 19:00:00,MCH-203,Line B,56.64,0.927,2036,0
2026-03-26 20:00:00,MCH-203,Line B,59.49,0.91,2037,0
2026-03-26 21:00:00,MCH-203,Line B,58.49,0.876,2038,0
2026-03-26 22:00:00,MCH-203,Line B,57.38,0.946,2039,0
2026-03-26 23:00:00,MCH-203,Line B,57.38,0.864,2040,0
2026-03-27 00:00:00,MCH-203,Line B,58.85,0.968,2041,0
2026-03-27 01:00:00,MCH-203,Line B,59.34,0.845,2042,0
2026-03-27 02:00:00,MCH-203,Line B,57.81,0.956,2043,0
2026-03-27 03:00:00,MCH-203,Line B,57.84,0.824,2044,0
2026-03-27 04:00:00,MCH-203,Line B,59.35,0.88,2045,0
2026-03-27 05:00:00,MCH-203,Line B,57.56,0.995,2046,0
2026-03-27 06:00:00,MCH-203,Line B,58.35,0.934,2047,0
2026-03-27 07:00:00,MCH-203,Line B,58.05,0.906,2048,0
2026-03-27 08:00:00,MCH-203,Line B,58.83,0.799,2049,0
2026-03-27 09:00:00,MCH-203,Line B,58.17,0.961,2050,0
2026-03-27 10:00:00,MCH-203,Line B,58.02,0.903,2051,0
2026-03-27 11:00:00,MCH-203,Line B,55.03,0.87,2052,0
2026-03-27 12:00:00,MCH-203,Line B,59.02,0.869,2053,0
2026-03-27 13:00:00,MCH-203,Line B,55.3,0.927,2054,0
2026-03-27 14:00:00,MCH-203,Line B,57.65,0.924,2055,0
2026-03-27 15:00:00,MCH-203,Line B,57.72,0.919,2056,0
2026-03-27 16:00:00,MCH-203,Line B,58.46,0.88,2057,0
2026-03-27 17:00:00,MCH-203,Line B,57.94,0.888,2058,0
2026-03-27 18:00:00,MCH-203,Line B,59.15,,2059,0
2026-03-27 19:00:00,MCH-203,Line B,57.02,0.904,2060,0
2026-03-27 20:00:00,MCH-203,Line B,57.33,0.941,2061,0
2026-03-27 21:00:00,MCH-203,Line B,57.28,0.923,2062,0
2026-03-27 22:00:00,MCH-203,Line B,57.9,0.856,2063,0
2026-03-27 23:00:00,MCH-203,Line B,54.77,0.841,2064,0
2026-03-28 00:00:00,MCH-203,Line B,57.93,0.956,2065,0
2026-03-28 01:00:00,MCH-203,Line B,58.4,0.883,2066,0
2026-03-28 02:00:00,MCH-203,Line B,56.05,0.866,2067,0
2026-03-28 03:00:00,MCH-203,Line B,58.76,0.888,2068,0
2026-03-28 04:00:00,MCH-203,Line B,58.16,0.851,2069,0
2026-03-28 05:00:00,MCH-203,Line B,58.26,0.87,2070,0
2026-03-28 06:00:00,MCH-203,Line B,57.78,0.921,2071,0
2026-03-28 07:00:00,MCH-203,Line B,57.8,0.857,2072,0
2026-03-28 08:00:00,MCH-203,Line B,56.34,0.874,2073,0
2026-03-28 09:00:00,MCH-203,Line B,,0.95,2074,0
2026-03-28 10:00:00,MCH-203,Line B,55.42,0.93,2075,0
2026-03-28 11:00:00,MCH-203,Line B,55.92,1.006,2076,0
2026-03-28 12:00:00,MCH-203,Line B,,0.958,2077,0
2026-03-28 13:00:00,MCH-203,Line B,58.73,0.972,2078,0
2026-03-28 14:00:00,MCH-203,Line B,59.52,0.983,2079,0
2026-03-28 15:00:00,MCH-203,Line B,55.35,0.908,2080,0
2026-03-28 16:00:00,MCH-203,Line B,57.32,0.861,2081,0
2026-03-28 17:00:00,MCH-203,Line B,56.21,0.973,2082,0
2026-03-28 18:00:00,MCH-203,Line B,60.51,0.9,2083,0
2026-03-28 19:00:00,MCH-203,Line B,55.78,0.932,2084,0
2026-03-28 20:00:00,MCH-203,Line B,58.23,0.948,2085,0
2026-03-28 21:00:00,MCH-203,Line B,54.72,0.947,2086,0
2026-03-28 22:00:00,MCH-203,Line B,55.61,0.968,2087,0
2026-03-28 23:00:00,MCH-203,Line B,56.78,0.931,2088,0
2026-03-29 00:00:00,MCH-203,Line B,61.77,0.94,2089,0
2026-03-29 01:00:00,MCH-203,Line B,55.94,0.885,2090,0
2026-03-29 02:00:00,MCH-203,Line B,57.78,0.834,2091,0
2026-03-29 03:00:00,MCH-203,Line B,56.06,0.939,2092,0
2026-03-29 04:00:00,MCH-203,Line B,56.8,0.927,2093,0
2026-03-29 05:00:00,MCH-203,Line B,58.55,0.998,2094,0
2026-03-29 06:00:00,MCH-203,Line B,57.64,1.003,2095,0
2026-03-29 07:00:00,MCH-203,Line B,55.58,0.949,2096,0
2026-03-29 08:00:00,MCH-203,Line B,59.66,0.985,2097,0
2026-03-29 09:00:00,MCH-203,Line B,58.54,0.841,2098,0
2026-03-29 10:00:00,MCH-203,Line B,58.54,0.885,2099,0
2026-03-29 11:00:00,MCH-203,Line B,56.14,0.981,2100,0
2026-03-29 12:00:00,MCH-203,Line B,57.54,0.957,2101,0
2026-03-29 13:00:00,MCH-203,Line B,58.71,0.915,2102,0
2026-03-29 14:00:00,MCH-203,Line B,57.28,0.843,2103,0
2026-03-29 15:00:00,MCH-203,Line B,56.56,0.899,2104,0
2026-03-29 16:00:00,MCH-203,Line B,55.86,0.956,2105,0
2026-03-29 17:00:00,MCH-203,Line B,56.41,0.97,2106,0
2026-03-29 18:00:00,MCH-203,Line B,55.74,0.963,2107,0
2026-03-29 19:00:00,MCH-203,Line B,56.88,0.908,2108,0
2026-03-29 20:00:00,MCH-203,Line B,58.1,0.909,2109,0
2026-03-29 21:00:00,MCH-203,Line B,60.0,0.904,2110,0
2026-03-29 22:00:00,MCH-203,Line B,57.36,0.898,2111,0
2026-03-29 23:00:00,MCH-203,Line B,56.73,0.915,2112,0
2026-03-30 00:00:00,MCH-203,Line B,57.93,0.92,2113,0
2026-03-30 01:00:00,MCH-203,Line B,57.25,0.919,2114,0
2026-03-30 02:00:00,MCH-203,Line B,,0.951,2115,0
2026-03-30 03:00:00,MCH-203,Line B,56.51,0.991,2116,0
2026-03-30 04:00:00,MCH-203,Line B,60.71,0.882,2117,0
2026-03-30 05:00:00,MCH-203,Line B,58.87,0.904,2118,0
2026-03-30 06:00:00,MCH-203,Line B,58.37,0.891,2119,0
2026-03-30 07:00:00,MCH-203,Line B,57.78,0.942,2120,0
2026-03-30 08:00:00,MCH-203,Line B,58.51,0.876,2121,0
2026-03-30 09:00:00,MCH-203,Line B,56.31,0.912,2122,0
2026-03-30 10:00:00,MCH-203,Line B,58.83,0.853,2123,0
2026-03-30 11:00:00,MCH-203,Line B,59.26,0.931,2124,0
2026-03-30 12:00:00,MCH-203,Line B,57.12,0.956,2125,0
2026-03-30 13:00:00,MCH-203,Line B,56.47,0.888,2126,0
2026-03-30 14:00:00,MCH-203,Line B,55.25,0.946,2127,0
2026-03-30 15:00:00,MCH-203,Line B,58.31,0.943,2128,0
2026-03-30 16:00:00,MCH-203,Line B,57.61,0.864,2129,0
2026-03-30 17:00:00,MCH-203,Line B,57.98,0.911,2130,0
2026-03-30 18:00:00,MCH-203,Line B,60.34,0.922,2131,0
2026-03-30 19:00:00,MCH-203,Line B,54.09,0.9,2132,0
2026-03-30 20:00:00,MCH-203,Line B,57.93,0.936,2133,0
2026-03-30 21:00:00,MCH-203,Line B,62.17,0.919,2134,0
2026-03-30 22:00:00,MCH-203,Line B,59.56,0.984,2135,0
2026-03-30 23:00:00,MCH-203,Line B,59.56,0.876,2136,0
2026-03-31 00:00:00,MCH-203,Line B,57.77,0.949,2137,0
2026-03-31 01:00:00,MCH-203,Line B,58.23,0.897,2138,0
2026-03-31 02:00:00,MCH-203,Line B,56.45,0.901,2139,0
2026-03-31 03:00:00,MCH-203,Line B,56.98,0.945,2140,0
2026-03-31 04:00:00,MCH-203,Line B,56.09,1.019,2141,0
2026-03-31 05:00:00,MCH-203,Line B,60.03,1.058,2142,0
2026-03-31 06:00:00,MCH-203,Line B,58.03,0.896,2143,0
2026-03-31 07:00:00,MCH-203,Line B,57.99,0.82,2144,0
2026-03-31 08:00:00,MCH-203,Line B,58.52,0.929,2145,0
2026-03-31 09:00:00,MCH-203,Line B,60.76,0.946,2146,0
2026-03-31 10:00:00,MCH-203,Line B,55.92,0.946,2147,0
2026-03-31 11:00:00,MCH-203,Line B,58.62,0.986,2148,0
2026-03-31 12:00:00,MCH-203,Line B,58.23,0.927,2149,0
2026-03-31 13:00:00,MCH-203,Line B,55.51,0.98,2150,0
2026-03-31 14:00:00,MCH-203,Line B,57.96,0.95,2151,0
2026-03-31 15:00:00,MCH-203,Line B,56.25,0.947,2152,0
2026-03-31 16:00:00,MCH-203,Line B,60.13,0.878,2153,0
2026-03-31 17:00:00,MCH-203,Line B,58.71,1.04,2154,0
2026-03-31 18:00:00,MCH-203,Line B,58.3,0.924,2155,0
2026-03-31 19:00:00,MCH-203,Line B,56.25,0.958,2156,0
2026-03-31 20:00:00,MCH-203,Line B,59.45,0.854,2157,0
2026-03-31 21:00:00,MCH-203,Line B,60.11,0.901,2158,0
2026-03-31 22:00:00,MCH-203,Line B,58.72,1.001,2159,0
2026-03-31 23:00:00,MCH-203,Line B,57.77,0.975,2160,0
2026-04-01 00:00:00,MCH-203,Line B,57.47,0.82,2161,0
2026-04-01 01:00:00,MCH-203,Line B,58.01,0.936,2162,0
2026-04-01 02:00:00,MCH-203,Line B,54.39,0.911,2163,0
2026-04-01 03:00:00,MCH-203,Line B,56.77,0.972,2164,0
2026-04-01 04:00:00,MCH-203,Line B,57.98,0.936,2165,0
2026-04-01 05:00:00,MCH-203,Line B,61.71,0.921,2166,0
2026-04-01 06:00:00,MCH-203,Line B,60.38,0.968,2167,0
2026-04-01 07:00:00,MCH-203,Line B,61.87,0.902,2168,0
2026-04-01 08:00:00,MCH-203,Line B,56.41,0.977,2169,0
2026-04-01 09:00:00,MCH-203,Line B,56.14,0.991,2170,0
2026-04-01 10:00:00,MCH-203,Line B,54.11,0.947,2171,0
2026-04-01 11:00:00,MCH-203,Line B,59.12,0.948,2172,0
2026-04-01 12:00:00,MCH-203,Line B,59.2,1.029,2173,0
2026-04-01 13:00:00,MCH-203,Line B,61.35,0.861,2174,0
2026-04-01 14:00:00,MCH-203,Line B,58.69,0.979,2175,0
2026-04-01 15:00:00,MCH-203,Line B,58.72,0.98,2176,0
2026-04-01 16:00:00,MCH-203,Line B,57.07,0.959,2177,0
2026-04-01 17:00:00,MCH-203,Line B,56.95,0.981,2178,0
2026-04-01 18:00:00,MCH-203,Line B,58.26,0.962,2179,0
2026-04-01 19:00:00,MCH-203,Line B,58.56,0.951,2180,0
2026-04-01 20:00:00,MCH-203,Line B,56.46,0.888,2181,0
2026-04-01 21:00:00,MCH-203,Line B,57.5,,2182,0
2026-04-01 22:00:00,MCH-203,Line B,56.75,,2183,0
2026-04-01 23:00:00,MCH-203,Line B,56.77,1.0,2184,0
2026-04-02 00:00:00,MCH-203,Line B,60.6,0.876,2185,0
2026-04-02 01:00:00,MCH-203,Line B,60.69,1.047,2186,0
2026-04-02 02:00:00,MCH-203,Line B,58.31,1.005,2187,0
2026-04-02 03:00:00,MCH-203,Line B,58.25,0.914,2188,0
2026-04-02 04:00:00,MCH-203,Line B,57.39,0.944,2189,0
2026-04-02 05:00:00,MCH-203,Line B,58.47,0.912,2190,0
2026-04-02 06:00:00,MCH-203,Line B,54.59,0.889,2191,0
2026-04-02 07:00:00,MCH-203,Line B,57.25,0.954,2192,0
2026-04-02 08:00:00,MCH-203,Line B,59.83,,2193,0
2026-04-02 09:00:00,MCH-203,Line B,58.09,0.957,2194,0
2026-04-02 10:00:00,MCH-203,Line B,58.25,0.987,2195,0
2026-04-02 11:00:00,MCH-203,Line B,56.64,0.896,2196,0
2026-04-02 12:00:00,MCH-203,Line B,58.61,0.891,2197,0
2026-04-02 13:00:00,MCH-203,Line B,60.81,0.904,2198,0
2026-04-02 14:00:00,MCH-203,Line B,59.35,0.994,2199,0
2026-04-02 15:00:00,MCH-203,Line B,58.49,0.977,2200,0
2026-04-02 16:00:00,MCH-203,Line B,58.33,0.913,2201,0
2026-04-02 17:00:00,MCH-203,Line B,57.85,0.974,2202,0
2026-04-02 18:00:00,MCH-203,Line B,56.48,0.9,2203,0
2026-04-02 19:00:00,MCH-203,Line B,60.82,1.032,2204,0
2026-04-02 20:00:00,MCH-203,Line B,,0.993,2205,0
2026-04-02 21:00:00,MCH-203,Line B,56.43,1.019,2206,0
2026-04-02 22:00:00,MCH-203,Line B,60.43,0.97,2207,0
2026-04-02 23:00:00,MCH-203,Line B,56.42,0.98,2208,0
2026-04-03 00:00:00,MCH-203,Line B,56.9,0.984,2209,0
2026-04-03 01:00:00,MCH-203,Line B,58.3,0.978,2210,0
2026-04-03 02:00:00,MCH-203,Line B,59.54,1.005,2211,0
2026-04-03 03:00:00,MCH-203,Line B,57.42,1.03,2212,0
2026-04-03 04:00:00,MCH-203,Line B,57.3,0.948,2213,0
2026-04-03 05:00:00,MCH-203,Line B,59.0,0.975,2214,0
2026-04-03 06:00:00,MCH-203,Line B,58.78,0.923,2215,0
2026-04-03 07:00:00,MCH-203,Line B,58.6,0.951,2216,0
2026-04-03 08:00:00,MCH-203,Line B,59.22,0.962,2217,0
2026-04-03 09:00:00,MCH-203,Line B,58.08,0.958,2218,0
2026-04-03 10:00:00,MCH-203,Line B,58.2,0.892,2219,0
2026-04-03 11:00:00,MCH-203,Line B,55.67,0.975,2220,0
2026-04-03 12:00:00,MCH-203,Line B,56.63,1.055,2221,0
2026-04-03 13:00:00,MCH-203,Line B,58.04,0.953,2222,0
2026-04-03 14:00:00,MCH-203,Line B,59.15,1.064,2223,0
2026-04-03 15:00:00,MCH-203,Line B,61.04,0.895,2224,0
2026-04-03 16:00:00,MCH-203,Line B,58.13,0.916,2225,0
2026-04-03 17:00:00,MCH-203,Line B,57.68,0.972,2226,0
2026-04-03 18:00:00,MCH-203,Line B,56.96,0.996,2227,0
2026-04-03 19:00:00,MCH-203,Line B,57.3,0.999,2228,0
2026-04-03 20:00:00,MCH-203,Line B,57.61,0.982,2229,0
2026-04-03 21:00:00,MCH-203,Line B,55.85,0.886,2230,0
2026-04-03 22:00:00,MCH-203,Line B,60.86,0.956,2231,0
2026-04-03 23:00:00,MCH-203,Line B,60.41,0.941,2232,0
2026-04-04 00:00:00,MCH-203,Line B,59.66,0.972,2233,0
2026-04-04 01:00:00,MCH-203,Line B,56.18,0.864,2234,0
2026-04-04 02:00:00,MCH-203,Line B,56.71,0.957,2235,0
2026-04-04 03:00:00,MCH-203,Line B,56.88,0.952,2236,0
2026-04-04 04:00:00,MCH-203,Line B,56.99,0.948,2237,0
2026-04-04 05:00:00,MCH-203,Line B,60.5,0.881,2238,0
2026-04-04 06:00:00,MCH-203,Line B,57.89,0.976,2239,0
2026-04-04 07:00:00,MCH-203,Line B,58.28,1.004,2240,0
2026-04-04 08:00:00,MCH-203,Line B,57.24,1.026,2241,0
2026-04-04 09:00:00,MCH-203,Line B,57.95,0.898,2242,0
2026-04-04 10:00:00,MCH-203,Line B,61.14,0.992,2243,0
2026-04-04 11:00:00,MCH-203,Line B,59.5,1.052,2244,0
2026-04-04 12:00:00,MCH-203,Line B,58.55,0.981,2245,0
2026-04-04 13:00:00,MCH-203,Line B,56.18,0.829,2246,0
2026-04-04 14:00:00,MCH-203,Line B,59.49,1.038,2247,0
2026-04-04 15:00:00,MCH-203,Line B,60.51,0.92,2248,0
2026-04-04 16:00:00,MCH-203,Line B,58.58,1.028,2249,0
2026-04-04 17:00:00,MCH-203,Line B,57.72,0.924,2250,0
2026-04-04 18:00:00,MCH-203,Line B,59.31,0.96,2251,0
2026-04-04 19:00:00,MCH-203,Line B,59.19,0.971,2252,0
2026-04-04 20:00:00,MCH-203,Line B,59.03,0.948,2253,0
2026-04-04 21:00:00,MCH-203,Line B,59.63,0.969,2254,0
2026-04-04 22:00:00,MCH-203,Line B,57.7,0.848,2255,0
2026-04-04 23:00:00,MCH-203,Line B,56.53,0.928,2256,0
2026-04-05 00:00:00,MCH-203,Line B,56.57,0.917,2257,0
2026-04-05 01:00:00,MCH-203,Line B,58.07,0.931,2258,0
2026-04-05 02:00:00,MCH-203,Line B,57.98,1.023,2259,0
2026-04-05 03:00:00,MCH-203,Line B,57.55,0.922,2260,0
2026-04-05 04:00:00,MCH-203,Line B,56.94,1.065,2261,0
2026-04-05 05:00:00,MCH-203,Line B,56.85,1.021,2262,0
2026-04-05 06:00:00,MCH-203,Line B,55.6,0.91,2263,0
2026-04-05 07:00:00,MCH-203,Line B,56.87,0.974,2264,0
2026-04-05 08:00:00,MCH-203,Line B,58.88,0.95,2265,0
2026-04-05 09:00:00,MCH-203,Line B,58.37,0.98,2266,0
2026-04-05 10:00:00,MCH-203,Line B,58.28,0.979,2267,0
2026-04-05 11:00:00,MCH-203,Line B,57.89,0.964,2268,0
2026-04-05 12:00:00,MCH-203,Line B,56.95,0.886,2269,0
2026-04-05 13:00:00,MCH-203,Line B,58.03,1.012,2270,0
2026-04-05 14:00:00,MCH-203,Line B,58.04,0.987,2271,0
2026-04-05 15:00:00,MCH-203,Line B,59.64,1.041,2272,0
2026-04-05 16:00:00,MCH-203,Line B,58.26,0.907,2273,0
2026-04-05 17:00:00,MCH-203,Line B,59.13,1.024,2274,0
2026-04-05 18:00:00,MCH-203,Line B,59.22,0.983,2275,0
2026-04-05 19:00:00,MCH-203,Line B,60.21,0.957,2276,0
2026-04-05 20:00:00,MCH-203,Line B,56.06,1.06,2277,0
2026-04-05 21:00:00,MCH-203,Line B,56.98,0.956,2278,0
2026-04-05 22:00:00,MCH-203,Line B,,1.034,2279,0
2026-04-05 23:00:00,MCH-203,Line B,57.53,0.871,2280,0
2026-04-06 00:00:00,MCH-203,Line B,58.04,1.022,2281,0
2026-04-06 01:00:00,MCH-203,Line B,57.46,,2282,0
2026-04-06 02:00:00,MCH-203,Line B,58.79,0.955,2283,0
2026-04-06 03:00:00,MCH-203,Line B,58.36,1.102,2284,0
2026-04-06 04:00:00,MCH-203,Line B,56.72,0.979,2285,0
2026-04-06 05:00:00,MCH-203,Line B,60.64,0.983,2286,0
2026-04-06 06:00:00,MCH-203,Line B,58.05,0.94,2287,0
2026-04-06 07:00:00,MCH-203,Line B,58.38,1.002,2288,0
2026-04-06 08:00:00,MCH-203,Line B,60.44,0.974,2289,0
2026-04-06 09:00:00,MCH-203,Line B,56.83,0.999,2290,0
2026-04-06 10:00:00,MCH-203,Line B,55.26,0.949,2291,0
2026-04-06 11:00:00,MCH-203,Line B,57.32,1.017,2292,0
2026-04-06 12:00:00,MCH-203,Line B,58.69,0.92,2293,0
2026-04-06 13:00:00,MCH-203,Line B,56.88,1.001,2294,0
2026-04-06 14:00:00,MCH-203,Line B,57.95,1.025,2295,0
2026-04-06 15:00:00,MCH-203,Line B,56.87,1.015,2296,0
2026-04-06 16:00:00,MCH-203,Line B,57.75,0.93,2297,0
2026-04-06 17:00:00,MCH-203,Line B,57.12,0.984,2298,0
2026-04-06 18:00:00,MCH-203,Line B,56.19,0.986,2299,0
2026-04-06 19:00:00,MCH-203,Line B,58.8,0.937,2300,0
2026-04-06 20:00:00,MCH-203,Line B,57.56,0.948,2301,0
2026-04-06 21:00:00,MCH-203,Line B,59.57,,2302,0
2026-04-06 22:00:00,MCH-203,Line B,60.01,1.034,2303,0
2026-04-06 23:00:00,MCH-203,Line B,57.88,1.036,2304,0
2026-04-07 00:00:00,MCH-203,Line B,59.14,1.098,2305,0
2026-04-07 01:00:00,MCH-203,Line B,55.78,0.996,2306,0
2026-04-07 02:00:00,MCH-203,Line B,59.15,0.973,2307,0
2026-04-07 03:00:00,MCH-203,Line B,57.82,0.946,2308,0
2026-04-07 04:00:00,MCH-203,Line B,57.07,0.902,2309,0
2026-04-07 05:00:00,MCH-203,Line B,57.35,1.074,2310,0
2026-04-07 06:00:00,MCH-203,Line B,57.8,0.972,2311,0
2026-04-07 07:00:00,MCH-203,Line B,56.71,,2312,0
2026-04-07 08:00:00,MCH-203,Line B,60.85,0.932,2313,0
2026-04-07 09:00:00,MCH-203,Line B,56.65,0.917,2314,0
2026-04-07 10:00:00,MCH-203,Line B,57.36,0.941,2315,0
2026-04-07 11:00:00,MCH-203,Line B,60.78,0.995,2316,0
2026-04-07 12:00:00,MCH-203,Line B,54.29,1.072,2317,0
2026-04-07 13:00:00,MCH-203,Line B,57.49,1.027,2318,0
2026-04-07 14:00:00,MCH-203,Line B,57.37,0.948,2319,0
2026-04-07 15:00:00,MCH-203,Line B,57.83,1.045,2320,0
2026-04-07 16:00:00,MCH-203,Line B,55.12,0.997,2321,0
2026-04-07 17:00:00,MCH-203,Line B,57.51,1.011,2322,0
2026-04-07 18:00:00,MCH-203,Line B,56.94,1.058,2323,0
2026-04-07 19:00:00,MCH-203,Line B,57.34,0.923,2324,0
2026-04-07 20:00:00,MCH-203,Line B,58.04,0.907,2325,0
2026-04-07 21:00:00,MCH-203,Line B,57.73,1.02,2326,0
2026-04-07 22:00:00,MCH-203,Line B,56.73,0.985,2327,0
2026-04-07 23:00:00,MCH-203,Line B,57.12,1.047,2328,0
2026-04-08 00:00:00,MCH-203,Line B,56.51,1.061,2329,0
